job_id,platform,title,company,location,salary_text,work_type,failed_at,failure_reason,requires_manual_review,screenshot_path,run_id
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-20T22:13:38.474Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-20T22:15:31.216Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-20T22:18:38.590Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92202307,seek,Project Manager (PMO),The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$150k - $180k + super + bonus,Full time,2026-05-20T22:20:01.005Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92220840,seek,Head of Digital Services,The Recruitment Company,"Macquarie Park, Sydney NSW (Hybrid)",270-290k base + super + bonus,Full time,2026-05-20T22:22:45.360Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92202307,seek,Project Manager (PMO),The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$150k - $180k + super + bonus,Full time,2026-05-20T22:26:09.787Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92220840,seek,Head of Digital Services,The Recruitment Company,"Macquarie Park, Sydney NSW (Hybrid)",270-290k base + super + bonus,Full time,2026-05-20T22:27:16.535Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-20T22:28:51.102Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-20T22:33:30.687Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-20T22:37:37.763Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92213232,seek,"Lead Software Engineer (Laravel, Point-of-Sale, Remote/WFH)",Private Advertiser,Brisbane QLD (Remote),,Full time,2026-05-20T22:39:43.613Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92215867,seek,Full Stack Software Engineer,PointsBet,Melbourne VIC (Hybrid),,Full time,2026-05-20T22:42:25.279Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92186763,seek,Senior Software Engineer (ML),Lookahead,Sydney NSW (Remote),,Full time,2026-05-20T22:46:59.612Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-20T22:55:34.891Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92213232,seek,"Lead Software Engineer (Laravel, Point-of-Sale, Remote/WFH)",Private Advertiser,Brisbane QLD (Remote),,Full time,2026-05-20T22:57:29.083Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92215867,seek,Full Stack Software Engineer,PointsBet,Melbourne VIC (Hybrid),,Full time,2026-05-20T23:00:30.891Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-20T23:03:20.975Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-20T23:04:53.325Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92223800,seek,Lead Developer,Publicis Groupe,Brisbane QLD (Hybrid),,Full time,2026-05-20T23:08:01.364Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-20T23:11:21.456Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-20T23:15:18.450Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-20T23:19:54.208Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92160314,seek,Senior Rust Engineer,Evolution Recruitment Solutions Pty Ltd,Sydney NSW (Hybrid),,Contract/Temp,2026-05-20T23:22:20.972Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-20T23:29:24.816Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-20T23:30:27.602Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92188138,seek,AI & Automation Engineer,Latitude IT,Sydney NSW (Hybrid),Up to $220k base,Full time,2026-05-20T23:33:28.120Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-20T23:36:36.219Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92217863,seek,Power Platform & Power BI Developer Brisbane-Hybrid-Consultancy,Instinctability,Brisbane QLD (Hybrid),"$90,000 – $120,000 per year",Full time,2026-05-20T23:42:46.602Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92226139,seek,AI System Analyst,Five Good Friends,Brisbane QLD (Hybrid),"$145,000 - $150,000 plus Super",Full time,2026-05-20T23:47:43.117Z,validation_still_blocked,false,,2026-05-20T22:04:34.703Z
92192708,seek,Senior Consultant - Oracle EPM,DXC Technology Australia & New Zealand,Sydney NSW (Hybrid),,Full time,2026-05-20T23:50:55.392Z,unexpected_error,false,,2026-05-20T22:04:34.703Z
92253720,seek,Technical Project Manager | 6+mth contract,UpperGround by Hudson,Brisbane QLD (Hybrid),AUD 1000 - 1100 per day,Contract/Temp,2026-05-21T06:33:01.647Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92202307,seek,Project Manager (PMO),The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$150k - $180k + super + bonus,Full time,2026-05-21T06:35:47.043Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-21T06:41:11.080Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T06:44:20.854Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92245922,seek,Engineering Manager - SaaS,RBOL TECH PTY LTD,Sydney NSW (Hybrid),Up to $215K + Super + Equity,Full time,2026-05-21T06:49:49.480Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T06:56:23.648Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92202307,seek,Project Manager (PMO),The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$150k - $180k + super + bonus,Full time,2026-05-21T06:58:34.437Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-21T07:00:26.778Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92202307,seek,Project Manager (PMO),The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$150k - $180k + super + bonus,Full time,2026-05-21T07:03:10.062Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T07:05:30.823Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92245922,seek,Engineering Manager - SaaS,RBOL TECH PTY LTD,Sydney NSW (Hybrid),Up to $215K + Super + Equity,Full time,2026-05-21T07:09:47.002Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-21T07:11:41.197Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92186996,seek,SAP Technical/ Customer Delivery Manager,DXC Technology Australia & New Zealand,Sydney NSW (Hybrid),,Full time,2026-05-21T07:18:39.058Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T07:21:15.973Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92242833,seek,Lead Software Engineer,Lookahead,Sydney NSW (Remote),,Full time,2026-05-21T07:24:34.876Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T07:26:18.451Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-21T07:29:16.224Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92215867,seek,Full Stack Software Engineer,PointsBet,Melbourne VIC (Hybrid),,Full time,2026-05-21T07:33:08.900Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92252343,seek,Senior Developer (Full Stack) WordPress Experience mandatory - FULLY REMOTE,Good to Great Schools Australia Limited,Brisbane QLD (Remote),,Contract/Temp,2026-05-21T07:35:03.597Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T07:37:22.685Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-21T07:42:19.356Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T07:43:53.210Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T07:46:24.110Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T07:50:05.082Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92250650,seek,"Senior Solutions Specialist - Cloud, Infrastructure & Modern Workplace",The Recruitment Alternative,Sydney NSW (Hybrid),,Full time,2026-05-21T07:52:08.346Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T07:56:49.124Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-21T08:00:07.401Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T08:08:09.025Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-21T08:09:44.643Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92244465,seek,"Senior Data Engineer – Melbourne - $180,000 - Gain AI",Morgan Consulting,Melbourne VIC (Hybrid),"$145,000 – $180,000 per year",Full time,2026-05-21T08:11:43.362Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T08:14:01.309Z,validation_still_blocked,false,,2026-05-21T06:30:29.220Z
92226139,seek,AI System Analyst,Five Good Friends,Brisbane QLD (Hybrid),"$145,000 - $150,000 plus Super",Full time,2026-05-21T08:19:14.608Z,unexpected_error,false,,2026-05-21T06:30:29.220Z
92202307,seek,Project Manager (PMO),The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$150k - $180k + super + bonus,Full time,2026-05-21T11:41:06.288Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92255481,seek,Program Manager,Voconiq,Brisbane QLD (Hybrid),"$145,000 – $160,000 per year",Full time,2026-05-21T11:42:25.490Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-21T11:45:49.931Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T11:49:33.698Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92255481,seek,Program Manager,Voconiq,Brisbane QLD (Hybrid),"$145,000 – $160,000 per year",Full time,2026-05-21T11:50:35.197Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-21T11:53:28.205Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92254856,seek,Integration Delivery Lead,4impact Pty Ltd,Brisbane QLD (Hybrid),,Contract/Temp,2026-05-21T11:57:59.042Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92202307,seek,Project Manager (PMO),The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$150k - $180k + super + bonus,Full time,2026-05-21T11:59:41.440Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T12:01:16.957Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92258407,seek,Software Developer,Blackbook.AI,Brisbane QLD (Hybrid),,Full time,2026-05-21T12:03:24.194Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T12:05:00.573Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92242833,seek,Lead Software Engineer,Lookahead,Sydney NSW (Remote),,Full time,2026-05-21T12:07:09.686Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-21T12:11:28.805Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92215867,seek,Full Stack Software Engineer,PointsBet,Melbourne VIC (Hybrid),,Full time,2026-05-21T12:13:02.119Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T12:14:37.777Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-21T12:16:25.201Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T12:19:45.842Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T12:20:53.387Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-21T12:23:45.661Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T12:26:03.447Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92221237,seek,Tech Lead,Mustard Creative Media PTY. LTD.,"Cremorne, Melbourne VIC (Hybrid)",,Full time,2026-05-21T12:27:35.487Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T12:29:32.051Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-21T12:30:38.750Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92226139,seek,AI System Analyst,Five Good Friends,Brisbane QLD (Hybrid),"$145,000 - $150,000 plus Super",Full time,2026-05-21T12:32:53.084Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-21T12:35:10.171Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92226139,seek,AI System Analyst,Five Good Friends,Brisbane QLD (Hybrid),"$145,000 - $150,000 plus Super",Full time,2026-05-21T12:36:49.037Z,unexpected_error,false,,2026-05-21T11:37:49.240Z
92217863,seek,Power Platform & Power BI Developer Brisbane-Hybrid-Consultancy,Instinctability,Brisbane QLD (Hybrid),"$90,000 – $120,000 per year",Full time,2026-05-21T12:40:36.526Z,validation_still_blocked,false,,2026-05-21T11:37:49.240Z
92266293,seek,Governance & Assurance Specialist,The University of Sydney,Sydney NSW (Hybrid),"Up to AUD 162,528",Full time,2026-05-22T21:45:34.337Z,unexpected_error,false,,2026-05-22T21:36:04.388Z,,
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-22T21:47:26.936Z,unexpected_error,false,,2026-05-22T21:36:04.388Z,,
92271412,seek,Managed Services Manager,IT Integrity Pty Ltd,Brisbane QLD (Hybrid),Base Salary + Super,Full time,2026-05-22T21:50:10.081Z,validation_still_blocked,false,,2026-05-22T21:36:04.388Z,,
92266293,seek,Governance & Assurance Specialist,The University of Sydney,Sydney NSW (Hybrid),"Up to AUD 162,528",Full time,2026-05-22T21:57:11.058Z,unexpected_error,false,,2026-05-22T21:36:04.388Z,,
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-22T21:59:04.595Z,unexpected_error,false,,2026-05-22T21:36:04.388Z,,
92278649,seek,Technical Product Owner | AI Powered Engineering Platforms,Commonwealth Bank,"Eveleigh, Sydney NSW (Hybrid)",,Full time,2026-05-22T22:00:47.220Z,ats_workday_no_submit,false,,2026-05-22T21:36:04.388Z,workday,https://cba.wd3.myworkdayjobs.com/CommBank_Careers/job/Sydney-CBD-Area/Technology-Product-Owner---AI-Powered-Engineering-team_REQ248440?seek-token=yRopuSAGkFohSMFcdUZBN
92280182,seek,Delivery Senior Manager,Commonwealth Bank,Sydney NSW (Hybrid),,Full time,2026-05-22T22:05:52.247Z,ats_workday_no_submit,false,,2026-05-22T21:36:04.388Z,workday,https://cba.wd3.myworkdayjobs.com/x15_Careers/job/Sydney-CBD-Area/Delivery-Senior-Manager--x15ventures_REQ258868?seek-token=8X9odYrRdfgYkFZ4QErPUo
92216204,seek,Team Lead Projects,Reserve Bank of Australia,Sydney NSW (Hybrid),,Full time,2026-05-22T22:09:13.108Z,ats_workday_no_submit,false,,2026-05-22T21:36:04.388Z,workday,https://rba.wd105.myworkdayjobs.com/RBA_Careers/job/Sydney/Team-Lead-Projects_JR4500/apply?seek-token=M3s7Lx7mfzP4zxyjsLc2uS&source=seek_oz
92271412,seek,Managed Services Manager,IT Integrity Pty Ltd,Brisbane QLD (Hybrid),Base Salary + Super,Full time,2026-05-22T22:12:47.292Z,validation_still_blocked,false,,2026-05-22T21:36:04.388Z,,
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-22T22:14:08.318Z,validation_still_blocked,false,,2026-05-22T21:36:04.388Z,,
92278649,seek,Technical Product Owner | AI Powered Engineering Platforms,Commonwealth Bank,"Eveleigh, Sydney NSW (Hybrid)",,Full time,2026-05-22T22:21:55.222Z,ats_workday_no_submit,false,,2026-05-22T21:36:04.388Z,workday,https://cba.wd3.myworkdayjobs.com/CommBank_Careers/job/Sydney-CBD-Area/Technology-Product-Owner---AI-Powered-Engineering-team_REQ248440?seek-token=JYitTGEumsKHvn8cs7huAo
92245727,seek,Senior Software Engineer - Full-Stack .NET/React,Profusion PAC Pty Ltd,Sydney NSW (Hybrid),Up to $185k base + super + bonus,Full time,2026-05-22T22:33:52.252Z,ats_jobadder_submit_failed,false,,2026-05-22T21:36:04.388Z,jobadder,https://apply.jobadder.com/11139/4440869/hd3yljhmegbupmbenwiscs5hpa?site=au1&seek-token=NXjqNykGvDcYLzQasDUqUQ
92254559,seek,Senior Java Engineer - Legacy Platforms,Launch Recruitment Pty Ltd,Sydney NSW (Hybrid),Up to $1300+ (depending on experience),Contract/Temp,2026-05-22T22:37:11.028Z,unexpected_error,false,,2026-05-22T21:36:04.388Z,,
92245727,seek,Senior Software Engineer - Full-Stack .NET/React,Profusion PAC Pty Ltd,Sydney NSW (Hybrid),Up to $185k base + super + bonus,Full time,2026-05-22T22:49:12.803Z,ats_jobadder_submit_failed,false,,2026-05-22T21:36:04.388Z,jobadder,https://apply.jobadder.com/11139/4440869/hd3yljhmegbupmbenwiscs5hpa?site=au1&seek-token=NcvtYRpJnBk7BxZdwqpcik
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-22T22:50:40.616Z,unexpected_error,false,,2026-05-22T21:36:04.388Z,,
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-22T22:53:15.468Z,validation_still_blocked,false,,2026-05-22T21:36:04.388Z,,
92214977,seek,AI Full Stack Software Engineer,Five Good Friends,Brisbane QLD (Hybrid),"$135,000 - $145,000 plus Super",Full time,2026-05-22T22:55:32.693Z,validation_still_blocked,false,,2026-05-22T21:36:04.388Z,,
92245727,seek,Senior Software Engineer - Full-Stack .NET/React,Profusion PAC Pty Ltd,Sydney NSW (Hybrid),Up to $185k base + super + bonus,Full time,2026-05-22T23:07:27.219Z,ats_jobadder_submit_failed,false,,2026-05-22T21:36:04.388Z,jobadder,https://apply.jobadder.com/11139/4440869/hd3yljhmegbupmbenwiscs5hpa?site=au1&seek-token=Bay9VBsd3gR9LoyYCeSqmh
92225888,seek,AI Software Engineer - Sydney,The Recruitment Company,"North Sydney, Sydney NSW (Hybrid)",$100K-125K  Base + Super + Bonus,Contract/Temp,2026-05-22T23:09:56.761Z,validation_still_blocked,false,,2026-05-22T21:36:04.388Z,,
92216324,seek,Cloud Solution Engineer,Boral Ltd,"North Ryde, Sydney NSW (Hybrid)",Competitive Salary,Full time,2026-05-22T23:12:10.050Z,ats_pageup_no_progress,false,,2026-05-22T21:36:04.388Z,pageup,https://secure.dc2.pageuppeople.com/apply/569/aw/applicationForm/initApplication.asp?lJobID=515425&sCompletionSignal=LWo6XAhDY1aoanS2SnsNyM&sLanguage=en&sSourcePointer=aw&lJobSourceTypeID=814
92245727,seek,Senior Software Engineer - Full-Stack .NET/React,Profusion PAC Pty Ltd,Sydney NSW (Hybrid),Up to $185k base + super + bonus,Full time,2026-05-22T23:31:26.601Z,ats_jobadder_submit_failed,false,,2026-05-22T21:36:04.388Z,jobadder,https://apply.jobadder.com/11139/4440869/hd3yljhmegbupmbenwiscs5hpa?site=au1&seek-token=45DrDzdRDoRpLMuo4G1eUf
92278649,seek,Technical Product Owner | AI Powered Engineering Platforms,Commonwealth Bank,"Eveleigh, Sydney NSW (Hybrid)",,Full time,2026-05-22T23:32:39.216Z,ats_workday_no_submit,false,,2026-05-22T21:36:04.388Z,workday,https://cba.wd3.myworkdayjobs.com/CommBank_Careers/job/Sydney-CBD-Area/Technology-Product-Owner---AI-Powered-Engineering-team_REQ248440?seek-token=B1P2n8LKaZohqbv8RUDr7b
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-23T00:27:00.574Z,unexpected_error,false,,2026-05-23T00:17:44.459Z,,
92278649,seek,Technical Product Owner | AI Powered Engineering Platforms,Commonwealth Bank,"Eveleigh, Sydney NSW (Hybrid)",,Full time,2026-05-23T00:32:02.614Z,ats_workday_no_submit,false,,2026-05-23T00:17:44.459Z,workday,https://cba.wd3.myworkdayjobs.com/CommBank_Careers/job/Sydney-CBD-Area/Technology-Product-Owner---AI-Powered-Engineering-team_REQ248440?seek-token=Eb2V1EbnmVHB5UQAp8Tc7
92272583,seek,General Manager - Networks Operations,Datacom,Sydney NSW (Hybrid),,Full time,2026-05-23T00:34:27.562Z,unexpected_error,false,,2026-05-23T00:17:44.459Z,,
92280182,seek,Delivery Senior Manager,Commonwealth Bank,Sydney NSW (Hybrid),,Full time,2026-05-23T00:39:40.869Z,ats_workday_no_submit,false,,2026-05-23T00:17:44.459Z,workday,https://cba.wd3.myworkdayjobs.com/x15_Careers/job/Sydney-CBD-Area/Delivery-Senior-Manager--x15ventures_REQ258868?seek-token=Ek3jn6MP813jjNgVhZhUSB
92222079,seek,"Project Manager - Cyber Security, BeyondTrust Rollout",Marlin Human Capital,Sydney NSW (Hybrid),,Contract/Temp,2026-05-23T00:45:57.422Z,unexpected_error,false,,2026-05-23T00:17:44.459Z,,
